"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"just a 10 · 15 minute drive away#positive";"1";"1";"1";"just a 10 · 15 minute drive away";"A D O G O G N A";"just#65 a#833 10#8 ·#216 15#6 minute#6 drive#5 away#18"
"accessible from 7 am to 11 pm !#positive";"1";"1";"1";"accessible from 7 be to 11 pm !";"G P O V P O N O";"accessible#1 from#148 7#8 am#17 to#771 11#1 pm#2 !#234"
"walking distance of a wide variety of climbs#positive";"1";"1";"1";"walk distance of a wide variety of climb";"V N P D G N P N";"walking#30 distance#23 of#490 a#833 wide#3 variety#13 of#490 climbs#1"
"didn 't care at all for the complaints#negative";"1";"1";"1";"didn 't care at all for the complaint";"N A V P D P D N";"didn#22 't#95 care#8 at#214 all#188 for#419 the#2027 complaints#4"
"the most expensive i have ever stayed at#strongnegative";"1";"1";"1";"the much expensive i have ever stay at";"D A G Q V A V P";"the#2027 most#39 expensive#17 i#393 have#138 ever#32 stayed#54 at#214"
"'ll be back ! ! ! ! !#strongpositive";"1";"1";"1";"'LL be BACK ! ! ! ! !";"O V R O O O O O";"'ll#4 be#115 back#59 !#234 !#234 !#234 !#234 !#234"
"beware of a small step before the elevators#negative";"1";"1";"1";"Beware of a small step before the elevator";"R P D G N P D N";"beware#3 of#490 a#833 small#68 step#2 before#19 the#2027 elevators#3"
"only if you haven 't other choises !#negative";"1";"1";"1";"only if you haven 't other choises !";"A P Q V A G N O";"only#84 if#56 you#224 haven#5 't#95 other#55 choises#1 !#234"
"not have been able to cook a meal#negative";"1";"1";"1";"not have be able to cook a meal";"A V V G P V D G";"not#259 have#138 been#41 able#6 to#771 cook#2 a#833 meal#4"
"walking distance to sol , gran via etc.#positive";"1";"1";"1";"walking distance to Sol , Gran Via etc.";"N N P R O R R O";"walking#30 distance#23 to#771 sol#1 ,#1248 gran#3 via#4 etc.#10"
"close to all the interesting points in bilbao#positive";"1";"1";"1";"close to all the interesting point in Bilbao";"V P D D G N P R";"close#50 to#771 all#188 the#2027 interesting#6 points#5 in#626 bilbao#4"
"reasonable in terms of a place to sleep#positive";"1";"1";"1";"reasonable in term of a place to sleep";"G P N P D N P V";"reasonable#8 in#626 terms#2 of#490 a#833 place#68 to#771 sleep#12"
"extremely long walk from the restaurant / reception#negative";"1";"1";"1";"extremely long walk from the restaurant / reception";"A G N P D N N N";"extremely#13 long#19 walk#31 from#148 the#2027 restaurant#70 /#40 reception#29"
"allows to visit all interested places in barcelona#positive";"1";"1";"1";"allow to visit all interested place in Barcelona";"V P V D G N P R";"allows#2 to#771 visit#38 all#188 interested#5 places#9 in#626 barcelona#4"
"walking distance of rome ’s most important sights#positive";"1";"1";"1";"walk distance of Rome ’s much important sight";"V N P R V A G N";"walking#30 distance#23 of#490 rome#1 ’s#6 most#39 important#6 sights#4"
"good option for short stays / city breaks#positive";"1";"1";"1";"good option for short stay / city break";"G N P G N G N N";"good#275 option#8 for#419 short#19 stays#5 /#40 city#62 breaks#3"
"trying to do things as fast as possible#positive";"1";"1";"1";"try to do thing as fast as possible";"V P V N A A P G";"trying#7 to#771 do#37 things#16 as#145 fast#9 as#145 possible#8"
"can easily find connections to every tourist attractions#positive";"1";"1";"1";"can easily find connection to every tourist attraction";"O A V N P D N N";"can#81 easily#9 find#21 connections#4 to#771 every#33 tourist#6 attractions#5"
"more like an average 2 · 3 star#negative";"1";"1";"1";"more like a average 2 · 3 star";"G P D G O N O N";"more#50 like#56 an#78 average#9 2#40 ·#216 3#19 star#27"
"very very very very very very very excellent#strongpositive";"1";"1";"1";"very very very very very very very excellent";"A A A A A A A G";"very#458 very#458 very#458 very#458 very#458 very#458 very#458 excellent#98"
"backing on to a delivery alley and bar#negative";"1";"1";"1";"back on to a delivery alley and bar";"V A P D N N C N";"backing#1 on#161 to#771 a#833 delivery#2 alley#2 and#1183 bar#45"
"locate near champ elysee , arc de triump#positive";"1";"1";"1";"locate near Champ Elysee , Arc de Triump";"G P R R O R P R";"locate#1 near#27 champ#1 elysee#1 ,#1248 arc#2 de#5 triump#1"
"with a wide range of things for breakfasts#positive";"1";"1";"1";"with a wide range of thing for breakfast";"P D G N P N P N";"with#296 a#833 wide#3 range#7 of#490 things#16 for#419 breakfasts#3"
"there were a lot of different kinds of#positive";"1";"1";"1";"there be a lot of different kind of";"O V D N P G N P";"there#213 were#230 a#833 lot#33 of#490 different#16 kinds#3 of#490"
"just near the great wheel and the bridge#positive";"1";"1";"1";"just near the Great Wheel and the bridge";"A P D R R C D N";"just#65 near#27 the#2027 great#156 wheel#1 and#1183 the#2027 bridge#2"
"my new favorite place to go on vacation#positive";"1";"1";"1";"my new favourite place to go on vacation";"Q G G N P V P N";"my#141 new#20 favorite#3 place#68 to#771 go#51 on#161 vacation#13"
"takes you from pool level to the beach#positive";"1";"1";"1";"take you from pool level to the beach";"V Q P G N P D N";"takes#8 you#224 from#148 pool#46 level#9 to#771 the#2027 beach#88"
"not as good as food in the restaurant#negative";"1";"1";"1";"not as good as food in the restaurant";"A A G P N P D N";"not#259 as#145 good#275 as#145 food#131 in#626 the#2027 restaurant#70"
"very short walking distance from the old city#positive";"1";"1";"1";"very short walking distance from the old city";"A G N N P D G N";"very#458 short#19 walking#30 distance#23 from#148 the#2027 old#48 city#62"
"next to les halles metro and rer station#positive";"1";"1";"1";"next to Les Halles metro and RER station";"P P R R N C G N";"next#51 to#771 les#2 halles#1 metro#12 and#1183 rer#5 station#26"
"a little bit off the loud tourist track#positive";"1";"1";"1";"a little bit off the loud tourist track";"D G N P D G N N";"a#833 little#47 bit#25 off#13 the#2027 loud#13 tourist#6 track#1"
"quite nice if you don 't expect much#positive";"1";"1";"1";"quite nice if you don 't expect much";"A G P Q V A V G";"quite#40 nice#168 if#56 you#224 don#35 't#95 expect#17 much#35"
"walking distance to tivoli and the city center#positive";"1";"1";"1";"walk distance to Tivoli and the city center";"V N P R C D N N";"walking#30 distance#23 to#771 tivoli#1 and#1183 the#2027 city#62 center#36"
"right next to the bar / club area#negative";"1";"1";"1";"right next to the bar / club area";"A G P D N N N N";"right#11 next#51 to#771 the#2027 bar#45 /#40 club#17 area#67"
"cannot wait until i can go back again#strongpositive";"1";"1";"1";"cannot wait until i can go back again";"O V P Q O V A A";"cannot#10 wait#6 until#8 i#393 can#81 go#51 back#59 again#58"
"far too much for what we got !!#negative";"1";"1";"1";"far too much for what we get !!";"A A A P Q Q V G";"far#14 too#42 much#35 for#419 what#39 we#407 got#24 !!#5"
"with a place to relax and sit down#positive";"0";"1";"2";"with a place to relax and sit down";"P D N P V C V A";"with#296 a#833 place#68 to#771 relax#17 and#1183 sit#6 down#19"
"close to shopping , to the restaurant and transfer#positive";"1";"1";"1";"close to shopping , to the restaurant and transfer";"G P N O P D N C N";"close#50 to#771 shopping#20 ,#1248 to#771 the#2027 restaurant#70 and#1183 transfer#4"
"reachable after 166 steps downstairs ( or upstairs )#negative";"1";"1";"1";"reachable after 166 step downstairs ( or upstairs )";"G P O N N O C N O";"reachable#1 after#45 166#1 steps#6 downstairs#3 (#141 or#56 upstairs#1 )#153"
"didn 't know the hotel restaurant / bar menu#negative";"1";"1";"1";"didn 't know the hotel restaurant / bar menu";"V A V D N N N N N";"didn#22 't#95 know#12 the#2027 hotel#680 restaurant#70 /#40 bar#45 menu#3"
"takes just a few stations to the inner city#positive";"1";"1";"1";"take just a few station to the inner city";"V A D G N P D G N";"takes#8 just#65 a#833 few#34 stations#5 to#771 the#2027 inner#2 city#62"
"so close to the louvre and many other sights#strongpositive";"1";"1";"1";"so close to the Louvre and many other sight";"A G P D R C G G N";"so#118 close#50 to#771 the#2027 louvre#3 and#1183 many#31 other#55 sights#4"
"one of the most beautiful hotels i have seen#positive";"1";"1";"1";"one of the much beautiful hotel i have see";"O P D A G N Q V V";"one#98 of#490 the#2027 most#39 beautiful#31 hotels#23 i#393 have#138 seen#5"
"close to the city center and the train station#positive";"1";"1";"1";"close to the city center and the train station";"N P D N N C D N N";"close#50 to#771 the#2027 city#62 center#36 and#1183 the#2027 train#7 station#26"
"no place to hang something more than two shirts#negative";"1";"1";"1";"no place to hang something more than two shirt";"D N P V N G P O N";"no#105 place#68 to#771 hang#2 something#13 more#50 than#23 two#30 shirts#2"
"always checking the food to be hot and fresh#positive";"1";"1";"1";"always check the food to be hot and fresh";"A V D N P V G C G";"always#46 checking#4 the#2027 food#131 to#771 be#115 hot#12 and#1183 fresh#10"
"just across the bridge from the palace of westminster#positive";"1";"1";"1";"just across the bridge from the Palace of Westminster";"A P D N P D R P R";"just#65 across#8 the#2027 bridge#2 from#148 the#2027 palace#9 of#490 westminster#1"
"for an additional € 15 euros for 24 hours#negative";"1";"1";"1";"for a additional € 15 Euros for 24 hour";"P D G N O R P O N";"for#419 an#78 additional#2 €#9 15#6 euros#7 for#419 24#3 hours#9"
"in a very nice location on the golf field#positive";"1";"1";"1";"in a very nice location on the golf field";"P D A G N P D N N";"in#626 a#833 very#458 nice#168 location#99 on#161 the#2027 golf#3 field#1"
"for dinner you have to wait in a queue#negative";"0";"1";"2";"for dinner you have to wait in a queue";"P N Q V P V P D N";"for#419 dinner#19 you#224 have#138 to#771 wait#6 in#626 a#833 queue#3"
"about a 20 minutes walking distance from the city center#negative";"1";"1";"1";"about a 20 minute walk distance from the city center";"P D O N V N P D N N";"about#50 a#833 20#13 minutes#29 walking#30 distance#23 from#148 the#2027 city#62 center#36"
"very close to flower market , pathé cinema , bars#positive";"1";"1";"1";"Very close to Flower Market , Pathé cinema , bar";"R N P R R O R N O N";"very#458 close#50 to#771 flower#2 market#8 ,#1248 pathé#1 cinema#2 ,#1248 bars#15"
"can be considered if you can cope with the noise#positive";"1";"1";"1";"can be consider if you can cope with the noise";"O V V P Q O V P D N";"can#81 be#115 considered#1 if#56 you#224 can#81 cope#2 with#296 the#2027 noise#20"
"should be separated for smokers and for family with children#negative";"1";"1";"1";"should be separate for smoker and for family with child";"O V V P N C P N P N";"should#18 be#115 separated#2 for#419 smokers#3 and#1183 for#419 family#18 with#296 children#19"
"have to climb 20 steps to reach the first floor#negative";"1";"1";"1";"have to climb 20 step to reach the 1 floor";"V P V O N P V D G N";"have#138 to#771 climb#2 20#13 steps#6 to#771 reach#5 the#2027 first#31 floor#26"
"15 · 20 minutes easy walk to the city center#positive";"1";"1";"1";"15 · 20 minute easy walk to the city center";"O N O N G N P D N N";"15#6 ·#216 20#13 minutes#29 easy#16 walk#31 to#771 the#2027 city#62 center#36"
"not possible to have a quite night sleep at all#negative";"1";"1";"1";"not possible to have a quite night sleep at all";"A G P V D A G N P D";"not#259 possible#8 to#771 have#138 a#833 quite#40 night#54 sleep#12 at#214 all#188"
"all in length , which isn 't the most convenient#negative";"1";"1";"1";"all in length , which isn 't the much convenient";"D P N O O V A D A G";"all#188 in#626 length#2 ,#1248 which#73 isn#1 't#95 the#2027 most#39 convenient#8"
"close to the train ( amsterdam amstel station ) and trams#positive";"1";"1";"1";"close to the train ( amsterdam Amstel station ) and tram";"G P D N O O R N O C N";"close#50 to#771 the#2027 train#7 (#141 amsterdam#16 amstel#1 station#26 )#153 and#1183 trams#1"
"not far away from utrecht , amsterdam , and the haque#positive";"1";"1";"1";"not far away from Utrecht , Amsterdam , and the Haque";"A A A P R O R O C D R";"not#259 far#14 away#18 from#148 utrecht#1 ,#1248 amsterdam#16 ,#1248 and#1183 the#2027 haque#1"
"only a few minutes ' walk or 2 tram stops away#positive";"1";"1";"1";"only a few minute ' walk or 2 tram stop away";"A D G N O N C O N V A";"only#84 a#833 few#34 minutes#29 '#24 walk#31 or#56 2#40 tram#7 stops#6 away#18"
"to the roadside and very many cars pass by this road#negative";"1";"1";"1";"to the roadside and very many car pass by this road";"P D N C A G N V P D N";"to#771 the#2027 roadside#1 and#1183 very#458 many#31 cars#1 pass#2 by#52 this#254 road#3"
"could be more of variety or a choice of local foods#negative";"1";"1";"1";"can be more of variety or a choice of local food";"O V G P N C D N P G N";"could#42 be#115 more#50 of#490 variety#13 or#56 a#833 choice#34 of#490 local#4 foods#3"
"unable to cope with the standard of a five star hotel#negative";"1";"1";"1";"unable to cope with the standard of a five star hotel";"G P V P D N P D O G N";"unable#1 to#771 cope#2 with#296 the#2027 standard#19 of#490 a#833 five#14 star#27 hotel#680"
"close to central rail station in antwerp and shops and restaurants#positive";"1";"1";"1";"close to Central Rail station in Antwerp and shop and restaurant";"N P R R N P R C N C N";"close#50 to#771 central#11 rail#2 station#26 in#626 antwerp#2 and#1183 shops#12 and#1183 restaurants#42"
"just a short walk away from montmartre and gare du nord#positive";"1";"1";"1";"just a short walk away from Montmartre and Gare du Nord";"A D A V A P R C R R R";"just#65 a#833 short#19 walk#31 away#18 from#148 montmartre#1 and#1183 gare#1 du#3 nord#2"
"with a shopping center on the other side of the street#positive";"1";"1";"1";"with a shopping center on the other side of the street";"P D N N P D G N P D N";"with#296 a#833 shopping#20 center#36 on#161 the#2027 other#55 side#13 of#490 the#2027 street#16"
"great way to get around and familiarise yourself with the area#positive";"1";"1";"1";"great way to get around and familiarise yourself with the area";"G N P V A C N N P D N";"great#156 way#17 to#771 get#49 around#34 and#1183 familiarise#1 yourself#5 with#296 the#2027 area#67"
"proximity to the beach as well as rimini 's main thoroughfare#positive";"1";"1";"1";"proximity to the beach as well as Rimini 's main thoroughfare";"N P D N A A P R O G N";"proximity#1 to#771 the#2027 beach#88 as#145 well#84 as#145 rimini#3 's#82 main#24 thoroughfare#1"
"over 40 euros for a pizza , burger and two drinks#negative";"1";"1";"1";"over 40 euro for a pizza , burger and two drink";"P O N P D N O N C O N";"over#24 40#4 euros#7 for#419 a#833 pizza#2 ,#1248 burger#1 and#1183 two#30 drinks#20"
